Medida,CodMedida,Grupo,CodGrupo,Consumo,Territorio,Año
Energía eléctrica,1,No especificado en otras categorías - Otros,11,656.47,La Palma,2012
Número de clientes (CUPS),2,Disponible para consumo final,1,49214,La Palma,2012
Número de clientes (CUPS),2,Diferencias estadísticas,2,178,La Palma,2012
Número de clientes (CUPS),2,Consumo final,3,49036,La Palma,2012
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,7,La Palma,2012
Número de clientes (CUPS),2,Sector industrial,5,793,La Palma,2012
Número de clientes (CUPS),2,Sector del transporte,6,618,La Palma,2012
Número de clientes (CUPS),2,Hostelería,7,676,La Palma,2012
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3165,La Palma,2012
Número de clientes (CUPS),2,Hogares,9,42215,La Palma,2012
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,1541,La Palma,2012
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,21,La Palma,2011
Energía eléctrica,1,Disponible para consumo final,1,236464.52,La Palma,2011
Energía eléctrica,1,Diferencias estadísticas,2,-10648.52,La Palma,2011
Energía eléctrica,1,Consumo final,3,247113.05,La Palma,2011
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,166.76,La Palma,2011
Energía eléctrica,1,Sector industrial,5,9666.45,La Palma,2011
Energía eléctrica,1,Sector del transporte,6,5242.2,La Palma,2011
Energía eléctrica,1,Hostelería,7,21304.4,La Palma,2011
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,67511.72,La Palma,2011
Energía eléctrica,1,Hogares,9,131536.59,La Palma,2011
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,11338.99,La Palma,2011
Energía eléctrica,1,No especificado en otras categorías - Otros,11,345.93,La Palma,2011
Número de clientes (CUPS),2,Disponible para consumo final,1,48970,La Palma,2011
Número de clientes (CUPS),2,Diferencias estadísticas,2,,La Palma,2011
Número de clientes (CUPS),2,Consumo final,3,,La Palma,2011
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,,La Palma,2011
Número de clientes (CUPS),2,Sector industrial,5,,La Palma,2011
Número de clientes (CUPS),2,Sector del transporte,6,,La Palma,2011
Número de clientes (CUPS),2,Hostelería,7,,La Palma,2011
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,,La Palma,2011
Número de clientes (CUPS),2,Hogares,9,,La Palma,2011
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,,La Palma,2011
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,,La Palma,2010
Energía eléctrica,1,Disponible para consumo final,1,230769.9,La Palma,2010
Energía eléctrica,1,Diferencias estadísticas,2,-4079.46,La Palma,2010
Energía eléctrica,1,Consumo final,3,234849.36,La Palma,2010
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,154.74,La Palma,2010
Energía eléctrica,1,Sector industrial,5,6195.49,La Palma,2010
Energía eléctrica,1,Sector del transporte,6,2877.93,La Palma,2010
Energía eléctrica,1,Hostelería,7,23036.35,La Palma,2010
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,65426.52,La Palma,2010
Energía eléctrica,1,Hogares,9,109369.74,La Palma,2010
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,24585.19,La Palma,2010
Energía eléctrica,1,No especificado en otras categorías - Otros,11,3203.4,La Palma,2010
Número de clientes (CUPS),2,Disponible para consumo final,1,48485,La Palma,2010
Número de clientes (CUPS),2,Diferencias estadísticas,2,,La Palma,2010
Número de clientes (CUPS),2,Consumo final,3,,La Palma,2010
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,,La Palma,2010
Número de clientes (CUPS),2,Sector industrial,5,,La Palma,2010
Número de clientes (CUPS),2,Sector del transporte,6,,La Palma,2010
Número de clientes (CUPS),2,Hostelería,7,,La Palma,2010
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,,La Palma,2010
Número de clientes (CUPS),2,Hogares,9,,La Palma,2010
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,,La Palma,2010
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,,La Palma,2010
Energía eléctrica,1,Disponible para consumo final,1,45348.63,El Hierro,2021
Energía eléctrica,1,Diferencias estadísticas,2,447.79,El Hierro,2021
Energía eléctrica,1,Consumo final,3,44900.84,El Hierro,2021
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,0.15,El Hierro,2021
Energía eléctrica,1,Sector industrial,5,1695.56,El Hierro,2021
Energía eléctrica,1,Sector del transporte,6,0.76,El Hierro,2021
Energía eléctrica,1,Hostelería,7,1132.17,El Hierro,2021
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,16930.06,El Hierro,2021
Energía eléctrica,1,Hogares,9,21398.29,El Hierro,2021
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,3606.04,El Hierro,2021
Energía eléctrica,1,No especificado en otras categorías - Otros,11,137.81,El Hierro,2021
Número de clientes (CUPS),2,Disponible para consumo final,1,7510,El Hierro,2021
Número de clientes (CUPS),2,Diferencias estadísticas,2,205,El Hierro,2021
Número de clientes (CUPS),2,Consumo final,3,7305,El Hierro,2021
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,1,El Hierro,2021
Número de clientes (CUPS),2,Sector industrial,5,114,El Hierro,2021
Número de clientes (CUPS),2,Sector del transporte,6,1,El Hierro,2021
Número de clientes (CUPS),2,Hostelería,7,75,El Hierro,2021
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,661,El Hierro,2021
Número de clientes (CUPS),2,Hogares,9,6248,El Hierro,2021
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,137,El Hierro,2021
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,68,El Hierro,2020
Energía eléctrica,1,Disponible para consumo final,1,43486.8,El Hierro,2020
Energía eléctrica,1,Diferencias estadísticas,2,-2923.71,El Hierro,2020
Energía eléctrica,1,Consumo final,3,46410.52,El Hierro,2020
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,0.15,El Hierro,2020
Energía eléctrica,1,Sector industrial,5,1237.28,El Hierro,2020
Energía eléctrica,1,Sector del transporte,6,1.68,El Hierro,2020
Energía eléctrica,1,Hostelería,7,922.23,El Hierro,2020
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,13821.8,El Hierro,2020
Energía eléctrica,1,Hogares,9,27053.13,El Hierro,2020
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2708.89,El Hierro,2020
Energía eléctrica,1,No especificado en otras categorías - Otros,11,665.35,El Hierro,2020
Número de clientes (CUPS),2,Disponible para consumo final,1,7470,El Hierro,2020
Número de clientes (CUPS),2,Diferencias estadísticas,2,-572,El Hierro,2020
Número de clientes (CUPS),2,Consumo final,3,8042,El Hierro,2020
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,1,El Hierro,2020
Número de clientes (CUPS),2,Sector industrial,5,130,El Hierro,2020
Número de clientes (CUPS),2,Sector del transporte,6,2,El Hierro,2020
Número de clientes (CUPS),2,Hostelería,7,64,El Hierro,2020
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,588,El Hierro,2020
Número de clientes (CUPS),2,Hogares,9,7024,El Hierro,2020
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,125,El Hierro,2020
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,108,El Hierro,2019
Energía eléctrica,1,Disponible para consumo final,1,40540.58,El Hierro,2019
Energía eléctrica,1,Diferencias estadísticas,2,-647.14,El Hierro,2019
Energía eléctrica,1,Consumo final,3,41187.72,El Hierro,2019
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,0.58,El Hierro,2019
Energía eléctrica,1,Sector industrial,5,680.89,El Hierro,2019
Energía eléctrica,1,Sector del transporte,6,1076.93,El Hierro,2019
Energía eléctrica,1,Hostelería,7,935.19,El Hierro,2019
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,6363.88,El Hierro,2019
Energía eléctrica,1,Hogares,9,30197.44,El Hierro,2019
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,973.89,El Hierro,2019
Energía eléctrica,1,No especificado en otras categorías - Otros,11,958.92,El Hierro,2019
Número de clientes (CUPS),2,Disponible para consumo final,1,7419,El Hierro,2019
Número de clientes (CUPS),2,Diferencias estadísticas,2,-169,El Hierro,2019
Número de clientes (CUPS),2,Consumo final,3,7588,El Hierro,2019
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,1,El Hierro,2019
Número de clientes (CUPS),2,Sector industrial,5,109,El Hierro,2019
Número de clientes (CUPS),2,Sector del transporte,6,167,El Hierro,2019
Número de clientes (CUPS),2,Hostelería,7,58,El Hierro,2019
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,385,El Hierro,2019
Número de clientes (CUPS),2,Hogares,9,6633,El Hierro,2019
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,118,El Hierro,2019
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,117,El Hierro,2018
Energía eléctrica,1,Disponible para consumo final,1,39738.6,El Hierro,2018
Energía eléctrica,1,Diferencias estadísticas,2,1215.97,El Hierro,2018
Energía eléctrica,1,Consumo final,3,38522.63,El Hierro,2018
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,8.03,El Hierro,2018
Energía eléctrica,1,Sector industrial,5,1088.25,El Hierro,2018
Energía eléctrica,1,Sector del transporte,6,1331.92,El Hierro,2018
Energía eléctrica,1,Hostelería,7,810.56,El Hierro,2018
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,13274.02,El Hierro,2018
Energía eléctrica,1,Hogares,9,18130.03,El Hierro,2018
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2905.45,El Hierro,2018
Energía eléctrica,1,No especificado en otras categorías - Otros,11,974.35,El Hierro,2018
Número de clientes (CUPS),2,Disponible para consumo final,1,7371,El Hierro,2018
Número de clientes (CUPS),2,Diferencias estadísticas,2,-58,El Hierro,2018
Número de clientes (CUPS),2,Consumo final,3,7429,El Hierro,2018
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,1,El Hierro,2018
Número de clientes (CUPS),2,Sector industrial,5,106,El Hierro,2018
Número de clientes (CUPS),2,Sector del transporte,6,170,El Hierro,2018
Número de clientes (CUPS),2,Hostelería,7,57,El Hierro,2018
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,389,El Hierro,2018
Número de clientes (CUPS),2,Hogares,9,6505,El Hierro,2018
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,118,El Hierro,2018
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,83,El Hierro,2017
Energía eléctrica,1,Disponible para consumo final,1,41489.16,El Hierro,2017
Energía eléctrica,1,Diferencias estadísticas,2,-3653.49,El Hierro,2017
Energía eléctrica,1,Consumo final,3,45142.64,El Hierro,2017
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,8.41,El Hierro,2017
Energía eléctrica,1,Sector industrial,5,1129.68,El Hierro,2017
Energía eléctrica,1,Sector del transporte,6,1406.25,El Hierro,2017
Energía eléctrica,1,Hostelería,7,1066.96,El Hierro,2017
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,16819.52,El Hierro,2017
Energía eléctrica,1,Hogares,9,16376.8,El Hierro,2017
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,3510.35,El Hierro,2017
Energía eléctrica,1,No especificado en otras categorías - Otros,11,4824.67,El Hierro,2017
Número de clientes (CUPS),2,Disponible para consumo final,1,7331,El Hierro,2017
Número de clientes (CUPS),2,Diferencias estadísticas,2,-781,El Hierro,2017
Número de clientes (CUPS),2,Consumo final,3,8112,El Hierro,2017
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,1,El Hierro,2017
Número de clientes (CUPS),2,Sector industrial,5,108,El Hierro,2017
Número de clientes (CUPS),2,Sector del transporte,6,185,El Hierro,2017
Número de clientes (CUPS),2,Hostelería,7,62,El Hierro,2017
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,407,El Hierro,2017
Número de clientes (CUPS),2,Hogares,9,6259,El Hierro,2017
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,123,El Hierro,2017
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,967,El Hierro,2016
Energía eléctrica,1,Disponible para consumo final,1,42000.66,El Hierro,2016
Energía eléctrica,1,Diferencias estadísticas,2,610.67,El Hierro,2016
Energía eléctrica,1,Consumo final,3,41389.99,El Hierro,2016
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,8.56,El Hierro,2016
Energía eléctrica,1,Sector industrial,5,1354.29,El Hierro,2016
Energía eléctrica,1,Sector del transporte,6,1328.49,El Hierro,2016
Energía eléctrica,1,Hostelería,7,975.67,El Hierro,2016
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,17543.22,El Hierro,2016
Energía eléctrica,1,Hogares,9,16399.75,El Hierro,2016
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,3492.34,El Hierro,2016
Energía eléctrica,1,No especificado en otras categorías - Otros,11,287.66,El Hierro,2016
Número de clientes (CUPS),2,Disponible para consumo final,1,7297,El Hierro,2016
Número de clientes (CUPS),2,Diferencias estadísticas,2,142,El Hierro,2016
Número de clientes (CUPS),2,Consumo final,3,7155,El Hierro,2016
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,4,El Hierro,2016
Número de clientes (CUPS),2,Sector industrial,5,116,El Hierro,2016
Número de clientes (CUPS),2,Sector del transporte,6,198,El Hierro,2016
Número de clientes (CUPS),2,Hostelería,7,46,El Hierro,2016
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,385,El Hierro,2016
Número de clientes (CUPS),2,Hogares,9,6271,El Hierro,2016
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,125,El Hierro,2016
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,10,El Hierro,2015
Energía eléctrica,1,Disponible para consumo final,1,40352.02,El Hierro,2015
Energía eléctrica,1,Diferencias estadísticas,2,-10.47,El Hierro,2015
Energía eléctrica,1,Consumo final,3,40362.49,El Hierro,2015
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,8.26,El Hierro,2015
Energía eléctrica,1,Sector industrial,5,1340.47,El Hierro,2015
Energía eléctrica,1,Sector del transporte,6,1747.94,El Hierro,2015
Energía eléctrica,1,Hostelería,7,1048.14,El Hierro,2015
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,16474.74,El Hierro,2015
Energía eléctrica,1,Hogares,9,16271.23,El Hierro,2015
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,3063.65,El Hierro,2015
Energía eléctrica,1,No especificado en otras categorías - Otros,11,408.06,El Hierro,2015
Número de clientes (CUPS),2,Disponible para consumo final,1,7285,El Hierro,2015
Número de clientes (CUPS),2,Diferencias estadísticas,2,135,El Hierro,2015
Número de clientes (CUPS),2,Consumo final,3,7150,El Hierro,2015
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,4,El Hierro,2015
Número de clientes (CUPS),2,Sector industrial,5,111,El Hierro,2015
Número de clientes (CUPS),2,Sector del transporte,6,189,El Hierro,2015
Número de clientes (CUPS),2,Hostelería,7,49,El Hierro,2015
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,374,El Hierro,2015
Número de clientes (CUPS),2,Hogares,9,6286,El Hierro,2015
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,121,El Hierro,2015
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,16,El Hierro,2014
Energía eléctrica,1,Disponible para consumo final,1,39913.47,El Hierro,2014
Energía eléctrica,1,Diferencias estadísticas,2,2.76,El Hierro,2014
Energía eléctrica,1,Consumo final,3,39910.71,El Hierro,2014
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,7.55,El Hierro,2014
Energía eléctrica,1,Sector industrial,5,1675.28,El Hierro,2014
Energía eléctrica,1,Sector del transporte,6,1736.57,El Hierro,2014
Energía eléctrica,1,Hostelería,7,872.95,El Hierro,2014
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,15988.93,El Hierro,2014
Energía eléctrica,1,Hogares,9,16179.36,El Hierro,2014
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2921.45,El Hierro,2014
Energía eléctrica,1,No especificado en otras categorías - Otros,11,528.62,El Hierro,2014
Número de clientes (CUPS),2,Disponible para consumo final,1,7229,El Hierro,2014
Número de clientes (CUPS),2,Diferencias estadísticas,2,20,El Hierro,2014
Número de clientes (CUPS),2,Consumo final,3,7209,El Hierro,2014
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,4,El Hierro,2014
Número de clientes (CUPS),2,Sector industrial,5,113,El Hierro,2014
Número de clientes (CUPS),2,Sector del transporte,6,203,El Hierro,2014
Número de clientes (CUPS),2,Hostelería,7,56,El Hierro,2014
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,376,El Hierro,2014
Número de clientes (CUPS),2,Hogares,9,6328,El Hierro,2014
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,121,El Hierro,2014
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,8,El Hierro,2013
Energía eléctrica,1,Disponible para consumo final,1,39913.47,El Hierro,2013
Energía eléctrica,1,Diferencias estadísticas,2,2.76,El Hierro,2013
Energía eléctrica,1,Consumo final,3,39910.71,El Hierro,2013
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,7.55,El Hierro,2013
Energía eléctrica,1,Sector industrial,5,1675.28,El Hierro,2013
Energía eléctrica,1,Sector del transporte,6,1736.57,El Hierro,2013
Energía eléctrica,1,Hostelería,7,872.95,El Hierro,2013
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,15988.93,El Hierro,2013
Energía eléctrica,1,Hogares,9,16179.36,El Hierro,2013
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2921.45,El Hierro,2013
Energía eléctrica,1,No especificado en otras categorías - Otros,11,528.62,El Hierro,2013
Número de clientes (CUPS),2,Disponible para consumo final,1,7229,El Hierro,2013
Número de clientes (CUPS),2,Diferencias estadísticas,2,20,El Hierro,2013
Número de clientes (CUPS),2,Consumo final,3,7209,El Hierro,2013
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,4,El Hierro,2013
Número de clientes (CUPS),2,Sector industrial,5,113,El Hierro,2013
Número de clientes (CUPS),2,Sector del transporte,6,203,El Hierro,2013
Número de clientes (CUPS),2,Hostelería,7,56,El Hierro,2013
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,376,El Hierro,2013
Número de clientes (CUPS),2,Hogares,9,6328,El Hierro,2013
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,121,El Hierro,2013
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,8,El Hierro,2012
Energía eléctrica,1,Disponible para consumo final,1,40600.41,El Hierro,2012
Energía eléctrica,1,Diferencias estadísticas,2,216.55,El Hierro,2012
Energía eléctrica,1,Consumo final,3,40383.86,El Hierro,2012
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,5.25,El Hierro,2012
Energía eléctrica,1,Sector industrial,5,1615.28,El Hierro,2012
Energía eléctrica,1,Sector del transporte,6,1924.58,El Hierro,2012
Energía eléctrica,1,Hostelería,7,996.76,El Hierro,2012
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,15052.69	El Hierro	2012
Energía eléctrica	1	Hogares	9	17482.62	El Hierro	2012
Energía eléctrica	1	Agricultura. silvicultura y pesca	10	3278.63	El Hierro	2012
Energía eléctrica	1	No especificado en otras categorías - Otros	11	28.05	El Hierro	2012
Número de clientes (CUPS)	2	Disponible para consumo final	1	7147	El Hierro	2012
Número de clientes (CUPS)	2	Diferencias estadísticas	2	152	El Hierro	2012
Número de clientes (CUPS)	2	Consumo final	3	6995	El Hierro	2012
Número de clientes (CUPS)	2	Sector de la energía. excepto consumos en generación	4	4	El Hierro	2012
Número de clientes (CUPS)	2	Sector industrial	5	120	El Hierro	2012
Número de clientes (CUPS)	2	Sector del transporte	6	205	El Hierro	2012
Número de clientes (CUPS)	2	Hostelería	7	50	El Hierro	2012
Número de clientes (CUPS)	2	Comercio y servicios públicos. excepto hostelería	8	351	El Hierro	2012
Número de clientes (CUPS)	2	Hogares	9	6136	El Hierro	2012
Número de clientes (CUPS)	2	Agricultura. silvicultura y pesca	10	114	El Hierro	2012
Número de clientes (CUPS)	2	No especificado en otras categorías - Otros	11	15	El Hierro	2011
Energía eléctrica	1	Disponible para consumo final	1	38612.68	El Hierro	2011
Energía eléctrica	1	Diferencias estadísticas	2	1583.25	El Hierro	2011
Energía eléctrica	1	Consumo final	3	37029.43	El Hierro	2011
Energía eléctrica	1	Sector de la energía. excepto consumos en generación	4	4.58	El Hierro	2011
Energía eléctrica	1	Sector industrial	5	1697.24	El Hierro	2011
Energía eléctrica	1	Sector del transporte	6	1980.52	El Hierro	2011
Energía eléctrica	1	Hostelería	7	1187.81	El Hierro	2011
Energía eléctrica	1	Comercio y servicios públicos. excepto hostelería	8	12183.67	El Hierro	2011
Energía eléctrica	1	Hogares	9	16793.1	El Hierro	2011
Energía eléctrica	1	Agricultura. silvicultura y pesca	10	3182.51	El Hierro	2011
Energía eléctrica	1	No especificado en otras categorías - Otros	11	0	El Hierro	2011
Número de clientes (CUPS)	2	Disponible para consumo final	1	7088	El Hierro	2011
Número de clientes (CUPS)	2	Diferencias estadísticas	2		El Hierro	2011
Número de clientes (CUPS)	2	Consumo final	3		El Hierro	2011
Número de clientes (CUPS)	2	Sector de la energía. excepto consumos en generación	4		El Hierro	2011
Número de clientes (CUPS)	2	Sector industrial	5		El Hierro	2011
Número de clientes (CUPS)	2	Sector del transporte	6		El Hierro	2011
Número de clientes (CUPS)	2	Hostelería	7		El Hierro	2011
Número de clientes (CUPS)	2	Comercio y servicios públicos. excepto hostelería	8		El Hierro	2011
Número de clientes (CUPS)	2	Hogares	9		El Hierro	2011
Número de clientes (CUPS)	2	Agricultura. silvicultura y pesca	10		El Hierro	2011
Número de clientes (CUPS)	2	No especificado en otras categorías - Otros	11		El Hierro	2010
Energía eléctrica	1	Disponible para consumo final	1	35840.55	El Hierro	2010
Energía eléctrica	1	Diferencias estadísticas	2	-645.45	El Hierro	2010
Energía eléctrica	1	Consumo final	3	36486	El Hierro	2010
Energía eléctrica	1	Sector de la energía. excepto consumos en generación	4	4.38	El Hierro	2010
Energía eléctrica	1	Sector industrial	5	1288.95	El Hierro	2010
Energía eléctrica	1	Sector del transporte	6	0.01	El Hierro	2010
Energía eléctrica	1	Hostelería	7	1258.87	El Hierro	2010
Energía eléctrica	1	Comercio y servicios públicos. excepto hostelería	8	11905.01	El Hierro	2010
Energía eléctrica	1	Hogares	9	15329.39	El Hierro	2010
Energía eléctrica	1	Agricultura. silvicultura y pesca	10	3304.22	El Hierro	2010
Energía eléctrica	1	No especificado en otras categorías - Otros	11	3395.18	El Hierro	2010
Número de clientes (CUPS)	2	Disponible para consumo final	1	7059	El Hierro	2010
Número de clientes (CUPS)	2	Diferencias estadísticas	2		El Hierro	2010
Número de clientes (CUPS)	2	Consumo final	3		El Hierro	2010
Número de clientes (CUPS)	2	Sector de la energía. excepto consumos en generación	4		El Hierro	2010
Número de clientes (CUPS)	2	Sector industrial	5		El Hierro	2010
Número de clientes (CUPS)	2	Sector del transporte	6		El Hierro	2010
Número de clientes (CUPS)	2	Hostelería	7		El Hierro	2010
Número de clientes (CUPS)	2	Comercio y servicios públicos. excepto hostelería	8		El Hierro	2010
Número de clientes (CUPS)	2	Hogares	9		El Hierro	2010
Número de clientes (CUPS)	2	Agricultura. silvicultura y pesca	10		El Hierro	2010
Número de clientes (CUPS)	2	No especificado en otras categorías - Otros	11		El Hierro	2010
